model,n_features,n_splits,scorer,outliers,scores
LinearRegression,10,5,r2_score,yes,"[-5.51401761e+02 -1.54632190e+00 -1.86483931e-01 -5.14316985e-01
 -1.82122554e+04]"
LinearRegression,10,5,r2_score,no,"[-3.37243607e+01 -8.92527532e-01 -4.72536550e-02 -7.31386815e-01
 -7.33870821e+02]"
LinearRegression,10,5,mae,yes,[-0.57024752 -1.14978876 -0.49751252 -1.49863022 -3.2567017 ]
LinearRegression,10,5,mae,no,[-0.22923246 -0.83605591 -0.63747787 -1.56913093 -0.81248217]
LinearRegression,10,5,mse,yes,"[5.51401761e+02 1.54632190e+00 1.86483931e-01 5.14316985e-01
 1.82122554e+04]"
LinearRegression,10,5,mse,no,"[3.37243607e+01 8.92527532e-01 4.72536550e-02 7.31386815e-01
 7.33870821e+02]"
LinearRegression,11,5,r2_score,yes,"[-4.58524922e+02 -1.49629431e+00 -2.10231660e-01 -5.03901104e-01
 -1.19858409e+04]"
LinearRegression,11,5,r2_score,no,"[-3.35439490e+01 -9.25060090e-01 -3.66418685e-02 -7.85747863e-01
 -5.84736817e+02]"
LinearRegression,11,5,mae,yes,[-0.54838946 -1.14179563 -0.4977551  -1.48640154 -2.50987216]
LinearRegression,11,5,mae,no,[-0.22857597 -0.84594332 -0.63572508 -1.58774091 -0.7512671 ]
LinearRegression,11,5,mse,yes,"[4.58524922e+02 1.49629431e+00 2.10231660e-01 5.03901104e-01
 1.19858409e+04]"
LinearRegression,11,5,mse,no,"[3.35439490e+01 9.25060090e-01 3.66418685e-02 7.85747863e-01
 5.84736817e+02]"
LinearRegression,12,5,r2_score,yes,"[-1.98622077e+01 -1.50254777e+00 -5.42696034e-01 -5.05904542e-01
 -1.23462932e+04]"
LinearRegression,12,5,r2_score,no,"[-2.82699731e+01 -7.62643692e-01 -4.31620728e-02 -7.28441702e-01
 -4.12751675e+02]"
LinearRegression,12,5,mae,yes,[-0.24220506 -1.13782129 -0.53665624 -1.48453931 -2.55584187]
LinearRegression,12,5,mae,no,[-0.21360759 -0.79898049 -0.59850948 -1.61657274 -0.71672449]
LinearRegression,12,5,mse,yes,"[1.98622077e+01 1.50254777e+00 5.42696034e-01 5.05904542e-01
 1.23462932e+04]"
LinearRegression,12,5,mse,no,"[2.82699731e+01 7.62643692e-01 4.31620728e-02 7.28441702e-01
 4.12751675e+02]"
LinearRegression,13,5,r2_score,yes,"[-1.94993169e+01 -1.51284219e+00 -5.29994633e-01 -5.13697094e-01
 -1.17696573e+04]"
LinearRegression,13,5,r2_score,no,"[-2.74009428e+01 -8.15245324e-01 -4.04487361e-02 -7.35185383e-01
 -3.07251712e+02]"
LinearRegression,13,5,mae,yes,[-0.23357658 -1.14696033 -0.52532829 -1.49323606 -2.47364095]
LinearRegression,13,5,mae,no,[-0.20947642 -0.82450294 -0.59722692 -1.57662427 -0.66992413]
LinearRegression,13,5,mse,yes,"[1.94993169e+01 1.51284219e+00 5.29994633e-01 5.13697094e-01
 1.17696573e+04]"
LinearRegression,13,5,mse,no,"[2.74009428e+01 8.15245324e-01 4.04487361e-02 7.35185383e-01
 3.07251712e+02]"
LinearRegression,14,5,r2_score,yes,"[-1.63922781e+01 -1.48749665e+00 -1.03105759e+00 -5.24810983e-01
 -1.16593574e+04]"
LinearRegression,14,5,r2_score,no,"[-2.74009428e+01 -8.15245324e-01 -4.04487361e-02 -7.35185383e-01
 -3.07251712e+02]"
LinearRegression,14,5,mae,yes,[-0.22012452 -1.13766892 -0.58535513 -1.50478161 -2.45225025]
LinearRegression,14,5,mae,no,[-0.20947642 -0.82450294 -0.59722692 -1.57662427 -0.66992413]
LinearRegression,14,5,mse,yes,"[1.63922781e+01 1.48749665e+00 1.03105759e+00 5.24810983e-01
 1.16593574e+04]"
LinearRegression,14,5,mse,no,"[2.74009428e+01 8.15245324e-01 4.04487361e-02 7.35185383e-01
 3.07251712e+02]"
LinearRegression,15,5,r2_score,yes,"[-1.63922781e+01 -1.54588590e+00 -1.14179530e+00 -4.58846009e-01
 -1.62155234e+04]"
LinearRegression,15,5,r2_score,no,"[-2.74009428e+01 -8.63530596e-01 -2.92723235e-02 -6.35742616e-01
 -9.65269257e+01]"
LinearRegression,15,5,mae,yes,[-0.22012452 -1.15130917 -0.63245487 -1.46392314 -2.33896092]
LinearRegression,15,5,mae,no,[-0.20947642 -0.83545366 -0.61212924 -1.52968494 -0.31390864]
LinearRegression,15,5,mse,yes,"[1.63922781e+01 1.54588590e+00 1.14179530e+00 4.58846009e-01
 1.62155234e+04]"
LinearRegression,15,5,mse,no,"[2.74009428e+01 8.63530596e-01 2.92723235e-02 6.35742616e-01
 9.65269257e+01]"
Pipeline,2,2,r2_score,yes,[-0.44828878 -9.07263509]
Pipeline,2,2,r2_score,no,[-0.37268048 -0.62820183]
Pipeline,2,2,mae,yes,[-0.66565897 -3.5004848 ]
Pipeline,2,2,mae,no,[-0.55344002 -1.47593489]
Pipeline,2,2,mse,yes,[0.44828878 9.07263509]
Pipeline,2,2,mse,no,[0.37268048 0.62820183]
Pipeline,3,2,r2_score,yes,[  -0.86846467 -204.17948448]
Pipeline,3,2,r2_score,no,[ -0.5081769  -18.41669769]
Pipeline,3,2,mae,yes,[-0.82337636 -9.60045272]
Pipeline,3,2,mae,no,[-0.62480867 -4.81571368]
Pipeline,3,2,mse,yes,[  0.86846467 204.17948448]
Pipeline,3,2,mse,no,[ 0.5081769  18.41669769]
Pipeline,4,2,r2_score,yes,[ -41.57985814 -430.39330124]
Pipeline,4,2,r2_score,no,[ -1.00328263 -27.17515165]
Pipeline,4,2,mae,yes,[-2.51551882 -9.79300747]
Pipeline,4,2,mae,no,[-0.7180847  -5.92530459]
Pipeline,4,2,mse,yes,[ 41.57985814 430.39330124]
Pipeline,4,2,mse,no,[ 1.00328263 27.17515165]
Pipeline,5,2,r2_score,yes,[  -5.90334229 -464.50487382]
Pipeline,5,2,r2_score,no,[-17.16701805 -10.45111225]
Pipeline,5,2,mae,yes,[-1.31606134 -8.64822582]
Pipeline,5,2,mae,no,[-1.2452078  -4.11556548]
Pipeline,5,2,mse,yes,[  5.90334229 464.50487382]
Pipeline,5,2,mse,no,[17.16701805 10.45111225]
Pipeline,6,2,r2_score,yes,[  -33.48603079 -3847.47323679]
Pipeline,6,2,r2_score,no,[ -6.72938822 -25.33166757]
Pipeline,6,2,mae,yes,[ -2.41206128 -24.78553734]
Pipeline,6,2,mae,no,[-1.07071845 -5.80590976]
Pipeline,6,2,mse,yes,[  33.48603079 3847.47323679]
Pipeline,6,2,mse,no,[ 6.72938822 25.33166757]
Pipeline,7,2,r2_score,yes,[  -43.87696547 -3046.2006623 ]
Pipeline,7,2,r2_score,no,[-1770.62756439   -14.59810167]
Pipeline,7,2,mae,yes,[ -2.75384402 -24.49724369]
Pipeline,7,2,mae,no,[-7.77289324 -4.24717133]
Pipeline,7,2,mse,yes,[  43.87696547 3046.2006623 ]
Pipeline,7,2,mse,no,[1770.62756439   14.59810167]
Pipeline,8,2,r2_score,yes,[ -221.8879575  -1806.62431139]
Pipeline,8,2,r2_score,no,[-6211.62298983   -57.78089075]
Pipeline,8,2,mae,yes,[ -4.25152568 -22.11354424]
Pipeline,8,2,mae,no,[-13.2925748   -8.96903732]
Pipeline,8,2,mse,yes,[ 221.8879575  1806.62431139]
Pipeline,8,2,mse,no,[6211.62298983   57.78089075]
Pipeline,9,2,r2_score,yes,[ -1624.4035094  -69239.78258603]
Pipeline,9,2,r2_score,no,[ -65.58729642 -703.42340555]
Pipeline,9,2,mae,yes,[ -10.89593517 -139.87371497]
Pipeline,9,2,mae,no,[ -1.88380593 -26.08467043]
Pipeline,9,2,mse,yes,[ 1624.4035094  69239.78258603]
Pipeline,9,2,mse,no,[ 65.58729642 703.42340555]
Pipeline,10,2,r2_score,yes,[-1.15002423e+01 -1.44853191e+05]
Pipeline,10,2,r2_score,no,[   -17.97272905 -13385.25104625]
Pipeline,10,2,mae,yes,[  -1.62089287 -227.76577938]
Pipeline,10,2,mae,no,[  -1.19356184 -125.79337025]
Pipeline,10,2,mse,yes,[1.15002423e+01 1.44853191e+05]
Pipeline,10,2,mse,no,[   17.97272905 13385.25104625]
Pipeline,11,2,r2_score,yes,[-2.24239358e+01 -1.05058841e+05]
Pipeline,11,2,r2_score,no,[-4.25545900e-01 -3.40594817e+03]
Pipeline,11,2,mae,yes,[  -2.4422888  -179.49871096]
Pipeline,11,2,mae,no,[ -0.61791995 -41.8739651 ]
Pipeline,11,2,mse,yes,[2.24239358e+01 1.05058841e+05]
Pipeline,11,2,mse,no,[4.25545900e-01 3.40594817e+03]
Pipeline,12,2,r2_score,yes,[-7.88186198e+00 -1.18684555e+06]
Pipeline,12,2,r2_score,no,[-4.06104846e-01 -7.32666436e+02]
Pipeline,12,2,mae,yes,[  -1.52806294 -662.26185279]
Pipeline,12,2,mae,no,[ -0.62795861 -18.26107877]
Pipeline,12,2,mse,yes,[7.88186198e+00 1.18684555e+06]
Pipeline,12,2,mse,no,[4.06104846e-01 7.32666436e+02]
Pipeline,13,2,r2_score,yes,[-5.95906560e+00 -6.31225626e+05]
Pipeline,13,2,r2_score,no,[-1.14953104e-01 -1.30235335e+04]
Pipeline,13,2,mae,yes,[  -1.32219654 -394.74209066]
Pipeline,13,2,mae,no,[ -0.56258403 -32.49017745]
Pipeline,13,2,mse,yes,[5.95906560e+00 6.31225626e+05]
Pipeline,13,2,mse,no,[1.14953104e-01 1.30235335e+04]
Pipeline,14,2,r2_score,yes,[-1.75660864e+00 -1.74857064e+05]
Pipeline,14,2,r2_score,no,[-1.14953104e-01 -1.30235335e+04]
Pipeline,14,2,mae,yes,[  -0.9758126 -221.8639526]
Pipeline,14,2,mae,no,[ -0.56258403 -32.49017745]
Pipeline,14,2,mse,yes,[1.75660864e+00 1.74857064e+05]
Pipeline,14,2,mse,no,[1.14953104e-01 1.30235335e+04]
Pipeline,15,2,r2_score,yes,[-7.19819193e-01 -9.84949580e+04]
Pipeline,15,2,r2_score,no,[ -0.16505947 -82.79717265]
Pipeline,15,2,mae,yes,[  -0.82104781 -187.41472776]
Pipeline,15,2,mae,no,[-0.57770892 -5.67241292]
Pipeline,15,2,mse,yes,[7.19819193e-01 9.84949580e+04]
Pipeline,15,2,mse,no,[ 0.16505947 82.79717265]
Pipeline,2,3,r2_score,yes,[-5.04395165e-01 -2.76339691e-01 -9.33411243e+05]
Pipeline,2,3,r2_score,no,[ -0.34909349  -0.54089839 -74.63461253]
Pipeline,2,3,mae,yes,[-0.75468056 -1.23364591 -9.14116942]
Pipeline,2,3,mae,no,[-0.58694807 -1.3737136  -4.29848784]
Pipeline,2,3,mse,yes,[5.04395165e-01 2.76339691e-01 9.33411243e+05]
Pipeline,2,3,mse,no,[ 0.34909349  0.54089839 74.63461253]
Pipeline,3,3,r2_score,yes,[-4.88974969e-01 -2.74160436e-01 -2.25811616e+07]
Pipeline,3,3,r2_score,no,[-3.50998081e-01 -1.77812547e+00 -1.43296236e+03]
Pipeline,3,3,mae,yes,[ -0.75323008  -1.19012727 -41.4109445 ]
Pipeline,3,3,mae,no,[ -0.60547484  -1.72401111 -19.09627924]
Pipeline,3,3,mse,yes,[4.88974969e-01 2.74160436e-01 2.25811616e+07]
Pipeline,3,3,mse,no,[3.50998081e-01 1.77812547e+00 1.43296236e+03]
Pipeline,4,3,r2_score,yes,[-7.39252149e+00 -2.77941592e+00 -3.11335007e+07]
Pipeline,4,3,r2_score,no,[   -4.03898883    -1.24274288 -1193.94201725]
Pipeline,4,3,mae,yes,[ -1.20933987  -1.77017089 -45.3736515 ]
Pipeline,4,3,mae,no,[ -0.88798997  -1.59299508 -17.54542053]
Pipeline,4,3,mse,yes,[7.39252149e+00 2.77941592e+00 3.11335007e+07]
Pipeline,4,3,mse,no,[   4.03898883    1.24274288 1193.94201725]
Pipeline,5,3,r2_score,yes,[-2.55203569e+00 -9.39152378e+00 -4.81503436e+07]
Pipeline,5,3,r2_score,no,[-122.28782134   -5.01268042 -128.66025666]
Pipeline,5,3,mae,yes,[ -1.04388794  -2.62438798 -58.86474679]
Pipeline,5,3,mae,no,[-2.39695202 -2.4727954  -5.78227989]
Pipeline,5,3,mse,yes,[2.55203569e+00 9.39152378e+00 4.81503436e+07]
Pipeline,5,3,mse,no,[122.28782134   5.01268042 128.66025666]
Pipeline,6,3,r2_score,yes,[-9.72993041e+00 -1.19872098e+01 -6.18853671e+06]
Pipeline,6,3,r2_score,no,[-6950.82854781   -24.95493306  -323.24267298]
Pipeline,6,3,mae,yes,[ -1.4381138   -2.84148102 -29.55486172]
Pipeline,6,3,mae,no,[-14.52741206  -3.5220125   -8.50757286]
Pipeline,6,3,mse,yes,[9.72993041e+00 1.19872098e+01 6.18853671e+06]
Pipeline,6,3,mse,no,[6950.82854781   24.95493306  323.24267298]
Pipeline,7,3,r2_score,yes,[-1.11307285e+02 -1.64266712e+01 -1.17300370e+07]
Pipeline,7,3,r2_score,no,[-12576.91313028    -82.84770728   -413.72167563]
Pipeline,7,3,mae,yes,[ -3.51324095  -3.00525569 -37.41473477]
Pipeline,7,3,mae,no,[-21.04611423  -5.03292161 -10.04245976]
Pipeline,7,3,mse,yes,[1.11307285e+02 1.64266712e+01 1.17300370e+07]
Pipeline,7,3,mse,no,[12576.91313028    82.84770728   413.72167563]
Pipeline,8,3,r2_score,yes,[-3.03902110e+01 -6.14465323e+00 -2.59014701e+07]
Pipeline,8,3,r2_score,no,[  -10.21222753  -419.26996881 -5410.83633377]
Pipeline,8,3,mae,yes,[ -2.16974744  -2.59977503 -62.06927351]
Pipeline,8,3,mae,no,[ -1.57721444  -9.62059852 -37.96622601]
Pipeline,8,3,mse,yes,[3.03902110e+01 6.14465323e+00 2.59014701e+07]
Pipeline,8,3,mse,no,[  10.21222753  419.26996881 5410.83633377]
Pipeline,9,3,r2_score,yes,[-1.54636796e+00 -2.16563950e+03 -6.39669219e+07]
Pipeline,9,3,r2_score,no,[  -23.01642955  -637.03350145 -7993.19070415]
Pipeline,9,3,mae,yes,[  -1.18797543  -18.04134685 -155.25233878]
Pipeline,9,3,mae,no,[ -1.77373602 -11.53075691 -34.70928422]
Pipeline,9,3,mse,yes,[1.54636796e+00 2.16563950e+03 6.39669219e+07]
Pipeline,9,3,mse,no,[  23.01642955  637.03350145 7993.19070415]
Pipeline,10,3,r2_score,yes,[-1.52584665e+01 -1.21097525e+02 -2.29758152e+08]
Pipeline,10,3,r2_score,no,[-1.76850296e-01 -2.43789887e+02 -1.20185380e+05]
Pipeline,10,3,mae,yes,[  -1.9222683    -9.41679623 -334.62152572]
Pipeline,10,3,mae,no,[  -0.64092959  -14.44744653 -174.63412631]
Pipeline,10,3,mse,yes,[1.52584665e+01 1.21097525e+02 2.29758152e+08]
Pipeline,10,3,mse,no,[1.76850296e-01 2.43789887e+02 1.20185380e+05]
Pipeline,11,3,r2_score,yes,[-5.63073833e+00 -9.08048138e+03 -2.05105987e+08]
Pipeline,11,3,r2_score,no,[-1.88531379e-01 -3.66185408e+01 -4.94473702e+04]
Pipeline,11,3,mae,yes,[  -1.37935823  -70.49054993 -301.33970716]
Pipeline,11,3,mae,no,[  -0.62713432   -5.99458194 -100.19849635]
Pipeline,11,3,mse,yes,[5.63073833e+00 9.08048138e+03 2.05105987e+08]
Pipeline,11,3,mse,no,[1.88531379e-01 3.66185408e+01 4.94473702e+04]
Pipeline,12,3,r2_score,yes,[-1.12191686e+00 -2.23564191e+02 -1.88507943e+09]
Pipeline,12,3,r2_score,no,[-3.00416976e-01 -2.18624262e+01 -1.00629246e+06]
Pipeline,12,3,mae,yes,[  -0.83006629  -12.95239745 -729.11692334]
Pipeline,12,3,mae,no,[  -0.62686884   -4.52936335 -415.79959655]
Pipeline,12,3,mse,yes,[1.12191686e+00 2.23564191e+02 1.88507943e+09]
Pipeline,12,3,mse,no,[3.00416976e-01 2.18624262e+01 1.00629246e+06]
Pipeline,13,3,r2_score,yes,[-4.49224165e-01 -7.05045921e+01 -1.67509058e+09]
Pipeline,13,3,r2_score,no,[-1.51500337e-01 -1.02700109e+01 -3.65313203e+05]
Pipeline,13,3,mae,yes,[  -0.70925726   -7.88867445 -604.91093266]
Pipeline,13,3,mae,no,[  -0.59506448   -3.92650212 -115.64961482]
Pipeline,13,3,mse,yes,[4.49224165e-01 7.05045921e+01 1.67509058e+09]
Pipeline,13,3,mse,no,[1.51500337e-01 1.02700109e+01 3.65313203e+05]
Pipeline,14,3,r2_score,yes,[-4.46578252e-01 -1.04191546e+02 -3.41087879e+09]
Pipeline,14,3,r2_score,no,[-1.51500337e-01 -1.02700109e+01 -3.65313203e+05]
Pipeline,14,3,mae,yes,[-7.08904165e-01 -8.01416128e+00 -1.23466395e+03]
Pipeline,14,3,mae,no,[  -0.59506448   -3.92650212 -115.64961482]
Pipeline,14,3,mse,yes,[4.46578252e-01 1.04191546e+02 3.41087879e+09]
Pipeline,14,3,mse,no,[1.51500337e-01 1.02700109e+01 3.65313203e+05]
Pipeline,15,3,r2_score,yes,[-5.05123530e-01 -3.86582595e+01 -1.17901294e+09]
Pipeline,15,3,r2_score,no,[-1.32449002e-01 -1.56987680e+00 -1.80889017e+03]
Pipeline,15,3,mae,yes,[  -0.76350898   -5.06463128 -537.93069753]
Pipeline,15,3,mae,no,[ -0.60296927  -1.88971277 -17.58513287]
Pipeline,15,3,mse,yes,[5.05123530e-01 3.86582595e+01 1.17901294e+09]
Pipeline,15,3,mse,no,[1.32449002e-01 1.56987680e+00 1.80889017e+03]
Pipeline,2,4,r2_score,yes,[-2.89487457e-01 -1.13510593e-01 -1.64110024e+00 -1.17221426e+06]
Pipeline,2,4,r2_score,no,[-3.13442686e-01 -8.43490625e-02 -1.01124664e+00 -3.99058972e+03]
Pipeline,2,4,mae,yes,[-0.6055135  -0.54550481 -2.05667282 -9.46632705]
Pipeline,2,4,mae,no,[-0.53920264 -0.42913357 -1.72194318 -1.85243562]
Pipeline,2,4,mse,yes,[2.89487457e-01 1.13510593e-01 1.64110024e+00 1.17221426e+06]
Pipeline,2,4,mse,no,[3.13442686e-01 8.43490625e-02 1.01124664e+00 3.99058972e+03]
Pipeline,3,4,r2_score,yes,[-2.30986379e-01 -2.89360816e-01 -2.06381312e+00 -8.50605583e+06]
Pipeline,3,4,r2_score,no,[-3.38130929e-01 -1.44857505e+00 -1.18173859e+00 -2.22669393e+04]
Pipeline,3,4,mae,yes,[ -0.61503484  -0.61911972  -2.19717258 -25.73022788]
Pipeline,3,4,mae,no,[-0.5687809  -0.54429945 -1.82792531 -4.58549748]
Pipeline,3,4,mse,yes,[2.30986379e-01 2.89360816e-01 2.06381312e+00 8.50605583e+06]
Pipeline,3,4,mse,no,[3.38130929e-01 1.44857505e+00 1.18173859e+00 2.22669393e+04]
Pipeline,4,4,r2_score,yes,[-5.38360850e+02 -3.43140678e+02 -5.37012763e+00 -8.55559192e+06]
Pipeline,4,4,r2_score,no,[-3.08555099e+01 -1.26939872e+00 -1.98644306e+00 -1.61140964e+04]
Pipeline,4,4,mae,yes,[ -4.59651018  -3.55662857  -2.66776669 -25.86614411]
Pipeline,4,4,mae,no,[-1.48780386 -0.57946606 -2.11273339 -3.79571735]
Pipeline,4,4,mse,yes,[5.38360850e+02 3.43140678e+02 5.37012763e+00 8.55559192e+06]
Pipeline,4,4,mse,no,[3.08555099e+01 1.26939872e+00 1.98644306e+00 1.61140964e+04]
Pipeline,5,4,r2_score,yes,[-6.85448386e+01 -4.61746957e+01 -4.68597183e+01 -8.81354387e+06]
Pipeline,5,4,r2_score,no,[-2.40234843e+02 -5.70703037e+00 -6.29385373e+00 -2.82700351e+04]
Pipeline,5,4,mae,yes,[ -2.34446461  -2.07483003  -5.8452193  -27.58840965]
Pipeline,5,4,mae,no,[-3.56597836 -0.98399623 -2.7065284  -5.22585556]
Pipeline,5,4,mse,yes,[6.85448386e+01 4.61746957e+01 4.68597183e+01 8.81354387e+06]
Pipeline,5,4,mse,no,[2.40234843e+02 5.70703037e+00 6.29385373e+00 2.82700351e+04]
Pipeline,6,4,r2_score,yes,[-4.36456885e+03 -8.52942354e+02 -9.03781934e+01 -6.20956610e+06]
Pipeline,6,4,r2_score,no,[-1.76824275e+03 -8.43935560e+00 -7.50820645e+00 -2.12173838e+04]
Pipeline,6,4,mae,yes,[-18.62331278  -6.45210255  -7.28619342 -31.12958829]
Pipeline,6,4,mae,no,[-22.2483689   -1.00031704  -3.03070886  -4.84926262]
Pipeline,6,4,mse,yes,[4.36456885e+03 8.52942354e+02 9.03781934e+01 6.20956610e+06]
Pipeline,6,4,mse,no,[1.76824275e+03 8.43935560e+00 7.50820645e+00 2.12173838e+04]
Pipeline,7,4,r2_score,yes,[-4.52561148e+01 -2.29572000e+03 -7.80485654e+00 -1.05181838e+07]
Pipeline,7,4,r2_score,no,[  -838.36405231    -61.8803044     -51.76482371 -13727.08729685]
Pipeline,7,4,mae,yes,[ -4.08878943  -9.98629378  -3.29606471 -38.88853793]
Pipeline,7,4,mae,no,[-7.17040902 -2.44798382 -4.87571315 -3.91215132]
Pipeline,7,4,mse,yes,[4.52561148e+01 2.29572000e+03 7.80485654e+00 1.05181838e+07]
Pipeline,7,4,mse,no,[  838.36405231    61.8803044     51.76482371 13727.08729685]
Pipeline,8,4,r2_score,yes,[-1.48630522e+01 -2.68347280e+03 -1.47634211e+01 -1.17806616e+07]
Pipeline,8,4,r2_score,no,[  -39.43325737  -532.55993048  -479.2214121  -6874.28968627]
Pipeline,8,4,mae,yes,[ -2.17558537 -10.78950215  -4.48172949 -43.45852399]
Pipeline,8,4,mae,no,[ -2.12135508  -4.81640539 -10.77937437  -2.84696609]
Pipeline,8,4,mse,yes,[1.48630522e+01 2.68347280e+03 1.47634211e+01 1.17806616e+07]
Pipeline,8,4,mse,no,[  39.43325737  532.55993048  479.2214121  6874.28968627]
Pipeline,9,4,r2_score,yes,[-6.38460825e+00 -1.78109313e+03 -2.32279619e+02 -2.81510018e+07]
Pipeline,9,4,r2_score,no,[-1.60861710e+01 -2.92430521e+02 -1.36786179e+03 -3.78273868e+05]
Pipeline,9,4,mae,yes,[ -1.58221549 -12.50758191 -12.28742667 -67.16861606]
Pipeline,9,4,mae,no,[ -1.47646169  -6.26207363 -16.8849221  -11.09503788]
Pipeline,9,4,mse,yes,[6.38460825e+00 1.78109313e+03 2.32279619e+02 2.81510018e+07]
Pipeline,9,4,mse,no,[1.60861710e+01 2.92430521e+02 1.36786179e+03 3.78273868e+05]
Pipeline,10,4,r2_score,yes,[-1.46322859e+00 -4.33409156e+02 -4.21424269e+02 -5.50323081e+07]
Pipeline,10,4,r2_score,no,[-1.47213575e-01 -3.69097175e+02 -1.10928663e+03 -8.41604124e+05]
Pipeline,10,4,mae,yes,[  -0.88844495   -5.97123533  -15.24783061 -121.88380433]
Pipeline,10,4,mae,no,[ -0.52279923  -5.34659091 -14.740013   -17.90702626]
Pipeline,10,4,mse,yes,[1.46322859e+00 4.33409156e+02 4.21424269e+02 5.50323081e+07]
Pipeline,10,4,mse,no,[1.47213575e-01 3.69097175e+02 1.10928663e+03 8.41604124e+05]
Pipeline,11,4,r2_score,yes,[-1.48226413e+00 -6.29129397e+01 -1.08679193e+04 -2.56327447e+08]
Pipeline,11,4,r2_score,no,[-1.69191923e-01 -1.01426562e+02 -9.14823519e+01 -1.79041230e+06]
Pipeline,11,4,mae,yes,[  -0.80150591   -2.71828706  -72.56751376 -294.40563451]
Pipeline,11,4,mae,no,[ -0.54277562  -2.97053488  -8.37034006 -21.83694393]
Pipeline,11,4,mse,yes,[1.48226413e+00 6.29129397e+01 1.08679193e+04 2.56327447e+08]
Pipeline,11,4,mse,no,[1.69191923e-01 1.01426562e+02 9.14823519e+01 1.79041230e+06]
Pipeline,12,4,r2_score,yes,[-3.55053396e-01 -1.34546615e+02 -6.72062342e+03 -2.61549390e+09]
Pipeline,12,4,r2_score,no,[-3.70477212e-01 -2.83050987e+01 -1.93532798e+01 -2.52077567e+08]
Pipeline,12,4,mae,yes,[-6.26992044e-01 -3.91866825e+00 -6.76628944e+01 -8.35825491e+02]
Pipeline,12,4,mae,no,[  -0.55581623   -1.89421881   -5.66591423 -258.4409704 ]
Pipeline,12,4,mse,yes,[3.55053396e-01 1.34546615e+02 6.72062342e+03 2.61549390e+09]
Pipeline,12,4,mse,no,[3.70477212e-01 2.83050987e+01 1.93532798e+01 2.52077567e+08]
Pipeline,13,4,r2_score,yes,[ 2.43866823e-01 -1.39215501e+02 -5.99688541e+02 -1.32459171e+09]
Pipeline,13,4,r2_score,no,[-1.99858921e-01 -1.35890255e+01 -1.98662754e+01 -3.27744362e+07]
Pipeline,13,4,mae,yes,[-4.74523923e-01 -3.76786499e+00 -2.27401439e+01 -6.64549909e+02]
Pipeline,13,4,mae,no,[ -0.52069953  -1.29188523  -5.72709425 -88.57223101]
Pipeline,13,4,mse,yes,[-2.43866823e-01  1.39215501e+02  5.99688541e+02  1.32459171e+09]
Pipeline,13,4,mse,no,[1.99858921e-01 1.35890255e+01 1.98662754e+01 3.27744362e+07]
Pipeline,14,4,r2_score,yes,[ 2.46137593e-01 -1.34868353e+02 -7.72030770e+02 -1.15060504e+10]
Pipeline,14,4,r2_score,no,[-1.99858921e-01 -1.35890255e+01 -1.98662754e+01 -3.27744362e+07]
Pipeline,14,4,mae,yes,[-4.75345347e-01 -3.80648524e+00 -2.50446934e+01 -1.75603777e+03]
Pipeline,14,4,mae,no,[ -0.52069953  -1.29188523  -5.72709425 -88.57223101]
Pipeline,14,4,mse,yes,[-2.46137593e-01  1.34868353e+02  7.72030770e+02  1.15060504e+10]
Pipeline,14,4,mse,no,[1.99858921e-01 1.35890255e+01 1.98662754e+01 3.27744362e+07]
Pipeline,15,4,r2_score,yes,[ 2.39321366e-01 -1.38949934e+01 -1.27289904e+02 -3.64283147e+09]
Pipeline,15,4,r2_score,no,[-1.88579677e-01 -2.94942487e+00 -6.57860963e+00 -3.83015275e+05]
Pipeline,15,4,mae,yes,[-4.73426781e-01 -1.90012175e+00 -1.06190317e+01 -1.08940137e+03]
Pipeline,15,4,mae,no,[ -0.53624281  -0.85395873  -3.3854163  -15.84814986]
Pipeline,15,4,mse,yes,[-2.39321366e-01  1.38949934e+01  1.27289904e+02  3.64283147e+09]
Pipeline,15,4,mse,no,[1.88579677e-01 2.94942487e+00 6.57860963e+00 3.83015275e+05]
Pipeline,2,5,r2_score,yes,"[-8.95266194e+00 -1.09670523e+00 -1.58417269e-01 -3.09627477e+00
 -1.54572914e+05]"
Pipeline,2,5,r2_score,no,"[-6.06097379e+00 -8.10004355e-01 -9.44555407e-02 -1.07143039e+00
 -1.84850413e+03]"
Pipeline,2,5,mae,yes,[-0.1611226  -1.05621057 -0.48607448 -2.98337396 -3.6548729 ]
Pipeline,2,5,mae,no,[-0.10801506 -0.83746903 -0.64787934 -1.93983596 -1.36545379]
Pipeline,2,5,mse,yes,"[8.95266194e+00 1.09670523e+00 1.58417269e-01 3.09627477e+00
 1.54572914e+05]"
Pipeline,2,5,mse,no,"[6.06097379e+00 8.10004355e-01 9.44555407e-02 1.07143039e+00
 1.84850413e+03]"
Pipeline,3,5,r2_score,yes,"[-2.83091762e+01 -1.09432886e+00 -2.11390022e-01 -1.55835173e+01
 -2.41340515e+06]"
