model,n_features,n_splits,scorer,outliers,scores
DecisionTreeRegressor,15,4,r2_score,no,[ -0.34866716  -0.67220569  -1.24187726 -83.77913152]
DecisionTreeRegressor,15,4,mae,yes,[-0.71256568 -0.87682824 -1.27476691 -0.22684812]
DecisionTreeRegressor,15,4,mae,no,[-0.53605452 -0.30897779 -1.814935   -0.11632197]
DecisionTreeRegressor,15,4,mse,yes,[  0.41547747   2.08454682   0.4765578  105.70525996]
DecisionTreeRegressor,15,4,mse,no,[ 0.34866716  0.67220569  1.24187726 83.77913152]
DecisionTreeRegressor,2,5,r2_score,yes,[-3.39720909 -1.13468775 -0.17168153 -0.49664549 -0.6092726 ]
DecisionTreeRegressor,2,5,r2_score,no,[-6.35815769 -0.82001892  0.26297651 -0.82620941 -1.41800189]
DecisionTreeRegressor,2,5,mae,yes,[-0.09509534 -1.05608804 -0.21409067 -1.37444202 -0.04304002]
DecisionTreeRegressor,2,5,mae,no,[-0.0925741  -0.81864152 -0.3473173  -1.56858663 -0.05258125]
DecisionTreeRegressor,2,5,mse,yes,[3.39720909 1.13468775 0.17168153 0.49664549 0.6092726 ]
DecisionTreeRegressor,2,5,mse,no,[ 6.35815769  0.82001892 -0.26297651  0.82620941  1.41800189]
DecisionTreeRegressor,3,5,r2_score,yes,[-12.327289    -1.11928672  -0.1737091   -0.50831218  -0.91061574]
DecisionTreeRegressor,3,5,r2_score,no,[-6.55316736 -0.91108519  0.2629112  -0.71702804 -1.61394268]
DecisionTreeRegressor,3,5,mae,yes,[-0.16058215 -1.05705831 -0.22126981 -1.38617667 -0.04633809]
DecisionTreeRegressor,3,5,mae,no,[-0.09550275 -0.88397298 -0.34204245 -1.48446692 -0.05457683]
DecisionTreeRegressor,3,5,mse,yes,[12.327289    1.11928672  0.1737091   0.50831218  0.91061574]
DecisionTreeRegressor,3,5,mse,no,[ 6.55316736  0.91108519 -0.2629112   0.71702804  1.61394268]
DecisionTreeRegressor,4,5,r2_score,yes,[ -9.01301264  -1.15171857  -0.17322988  -0.58743704 -93.28549724]
DecisionTreeRegressor,4,5,r2_score,no,[ -5.34479788  -0.91957586  -0.38188703  -0.81525201 -94.17856959]
DecisionTreeRegressor,4,5,mae,yes,[-0.12361175 -1.06348474 -0.22041701 -1.47889847 -0.18411011]
DecisionTreeRegressor,4,5,mae,no,[-0.07605378 -0.88845499 -0.50017444 -1.52667107 -0.15271428]
DecisionTreeRegressor,4,5,mse,yes,[ 9.01301264  1.15171857  0.17322988  0.58743704 93.28549724]
DecisionTreeRegressor,4,5,mse,no,[ 5.34479788  0.91957586  0.38188703  0.81525201 94.17856959]
DecisionTreeRegressor,5,5,r2_score,yes,[ -11.82524343   -1.17465281   -0.39448163   -1.47275056 -241.31926833]
DecisionTreeRegressor,5,5,r2_score,no,[-66.90188105  -0.84198438  -0.3553192   -1.17156702 -32.68944448]
DecisionTreeRegressor,5,5,mae,yes,[-0.14342619 -1.06495971 -0.33114759 -2.02885976 -0.23938736]
DecisionTreeRegressor,5,5,mae,no,[-0.36245954 -0.8479336  -0.50733159 -1.81166087 -0.14565688]
DecisionTreeRegressor,5,5,mse,yes,[ 11.82524343   1.17465281   0.39448163   1.47275056 241.31926833]
DecisionTreeRegressor,5,5,mse,no,[66.90188105  0.84198438  0.3553192   1.17156702 32.68944448]
DecisionTreeRegressor,6,5,r2_score,yes,"[-5.19509733e+00 -1.16943449e+00 -4.51922865e-01 -1.41997185e+00
 -1.73967431e+03]"
DecisionTreeRegressor,6,5,r2_score,no,"[-3.62542869e+01 -8.20758760e-01 -5.35785788e-01 -1.22586774e+00
 -2.46203685e+03]"
DecisionTreeRegressor,6,5,mae,yes,[-0.09751451 -1.06543397 -0.30462392 -2.05666039 -1.0838239 ]
DecisionTreeRegressor,6,5,mae,no,[-0.25091112 -0.83205514 -0.61471346 -1.83614195 -1.60504388]
DecisionTreeRegressor,6,5,mse,yes,"[5.19509733e+00 1.16943449e+00 4.51922865e-01 1.41997185e+00
 1.73967431e+03]"
DecisionTreeRegressor,6,5,mse,no,"[3.62542869e+01 8.20758760e-01 5.35785788e-01 1.22586774e+00
 2.46203685e+03]"
DecisionTreeRegressor,7,5,r2_score,yes,"[-5.54712682e+00 -1.15337101e+00 -4.10790356e-01 -1.47363299e+00
 -1.73905925e+03]"
DecisionTreeRegressor,7,5,r2_score,no,"[-3.75730799e+01 -8.30921400e-01 -5.80351597e-01 -1.14563599e+00
 -2.27752671e+03]"
DecisionTreeRegressor,7,5,mae,yes,[-0.11040216 -1.05873344 -0.3017131  -2.08843135 -1.07462152]
DecisionTreeRegressor,7,5,mae,no,[-0.25895824 -0.8516875  -0.63287878 -1.7473299  -1.41989046]
DecisionTreeRegressor,7,5,mse,yes,"[5.54712682e+00 1.15337101e+00 4.10790356e-01 1.47363299e+00
 1.73905925e+03]"
DecisionTreeRegressor,7,5,mse,no,"[3.75730799e+01 8.30921400e-01 5.80351597e-01 1.14563599e+00
 2.27752671e+03]"
DecisionTreeRegressor,8,5,r2_score,yes,"[-1.08375602e+01 -1.15816972e+00 -4.57000534e-01 -1.48814454e+00
 -1.74183900e+03]"
DecisionTreeRegressor,8,5,r2_score,no,"[-3.74824942e+01 -8.58882511e-01 -5.99481496e-01 -1.08718756e+00
 -2.27740622e+03]"
DecisionTreeRegressor,8,5,mae,yes,[-0.14046315 -1.06040422 -0.30826569 -2.09400934 -1.10442149]
DecisionTreeRegressor,8,5,mae,no,[-0.2606572  -0.84273427 -0.62444873 -1.71917584 -1.41667594]
DecisionTreeRegressor,8,5,mse,yes,"[1.08375602e+01 1.15816972e+00 4.57000534e-01 1.48814454e+00
 1.74183900e+03]"
DecisionTreeRegressor,8,5,mse,no,"[3.74824942e+01 8.58882511e-01 5.99481496e-01 1.08718756e+00
 2.27740622e+03]"
DecisionTreeRegressor,9,5,r2_score,yes,"[-1.09624273e+01 -1.13449413e+00  1.76774874e-01 -1.42037497e+00
 -6.76081146e+02]"
DecisionTreeRegressor,9,5,r2_score,no,"[-3.62089576e+01 -8.15284188e-01 -4.40277103e-01 -1.01518892e+00
 -2.18455996e+03]"
DecisionTreeRegressor,9,5,mae,yes,[-0.1417032  -1.05546149 -0.24129307 -2.0114645  -0.62612085]
DecisionTreeRegressor,9,5,mae,no,[-0.25256155 -0.83455233 -0.69289493 -1.63178767 -1.31837133]
DecisionTreeRegressor,9,5,mse,yes,"[ 1.09624273e+01  1.13449413e+00 -1.76774874e-01  1.42037497e+00
  6.76081146e+02]"
DecisionTreeRegressor,9,5,mse,no,"[3.62089576e+01 8.15284188e-01 4.40277103e-01 1.01518892e+00
 2.18455996e+03]"
DecisionTreeRegressor,10,5,r2_score,yes,[ -11.76000892   -0.88372287   -1.05024117   -0.83140811 -710.11772817]
DecisionTreeRegressor,10,5,r2_score,no,"[-4.62485861e+01 -7.31156980e-01 -3.69023506e-01 -1.48853851e+00
 -2.18469369e+03]"
DecisionTreeRegressor,10,5,mae,yes,[-0.14519268 -1.00261865 -0.43442708 -1.60566462 -0.65191149]
DecisionTreeRegressor,10,5,mae,no,[-0.28561832 -0.82609532 -0.51337231 -2.1299987  -1.32330098]
DecisionTreeRegressor,10,5,mse,yes,[ 11.76000892   0.88372287   1.05024117   0.83140811 710.11772817]
DecisionTreeRegressor,10,5,mse,no,"[4.62485861e+01 7.31156980e-01 3.69023506e-01 1.48853851e+00
 2.18469369e+03]"
DecisionTreeRegressor,11,5,r2_score,yes,"[-1.14185151e+01 -9.90774874e-01 -2.22951539e+00 -6.27724995e-01
 -1.13825671e+03]"
DecisionTreeRegressor,11,5,r2_score,no,"[-3.39540317e+01 -7.72318644e-01 -4.21849193e-01 -1.47564032e+00
 -2.18435047e+03]"
DecisionTreeRegressor,11,5,mae,yes,[-0.14106359 -1.02630982 -0.68444596 -1.41824563 -0.86036759]
DecisionTreeRegressor,11,5,mae,no,[-0.24084147 -0.80990403 -0.4977797  -2.13549468 -1.31402953]
DecisionTreeRegressor,11,5,mse,yes,"[1.14185151e+01 9.90774874e-01 2.22951539e+00 6.27724995e-01
 1.13825671e+03]"
DecisionTreeRegressor,11,5,mse,no,"[3.39540317e+01 7.72318644e-01 4.21849193e-01 1.47564032e+00
 2.18435047e+03]"
DecisionTreeRegressor,12,5,r2_score,yes,"[-2.52353950e+01 -9.80930812e-01 -2.18715637e+00 -6.15195674e-01
 -6.90540331e+02]"
DecisionTreeRegressor,12,5,r2_score,no,"[-4.87674987e+01 -7.85498915e-01 -4.11616546e-01 -1.46172821e+00
 -2.18440999e+03]"
DecisionTreeRegressor,12,5,mae,yes,[-0.23383113 -1.0255484  -0.64791936 -1.41082283 -0.59734567]
DecisionTreeRegressor,12,5,mae,no,[-0.2911089  -0.8339914  -0.49690057 -2.1278413  -1.31627863]
DecisionTreeRegressor,12,5,mse,yes,"[2.52353950e+01 9.80930812e-01 2.18715637e+00 6.15195674e-01
 6.90540331e+02]"
DecisionTreeRegressor,12,5,mse,no,"[4.87674987e+01 7.85498915e-01 4.11616546e-01 1.46172821e+00
 2.18440999e+03]"
DecisionTreeRegressor,13,5,r2_score,yes,"[-2.31656289e+01 -9.74937029e-01 -2.18130873e+00 -7.82446067e-01
 -1.36090410e+03]"
DecisionTreeRegressor,13,5,r2_score,no,"[-3.97096238e+01 -7.40182120e-01 -4.07977464e-01 -1.46808948e+00
 -2.18474059e+03]"
DecisionTreeRegressor,13,5,mae,yes,[-0.2471017  -1.02161946 -0.66045458 -1.64220639 -0.97160511]
DecisionTreeRegressor,13,5,mae,no,[-0.27022525 -0.82512449 -0.49970519 -2.13350448 -1.32426642]
DecisionTreeRegressor,13,5,mse,yes,"[2.31656289e+01 9.74937029e-01 2.18130873e+00 7.82446067e-01
 1.36090410e+03]"
DecisionTreeRegressor,13,5,mse,no,"[3.97096238e+01 7.40182120e-01 4.07977464e-01 1.46808948e+00
 2.18474059e+03]"
DecisionTreeRegressor,14,5,r2_score,yes,[ -23.70247103   -0.96475011   -1.50982014   -0.89883111 -690.12153873]
DecisionTreeRegressor,14,5,r2_score,no,"[-4.05437029e+01 -8.38916738e-01 -4.16952893e-01 -1.42380789e+00
 -2.18479171e+03]"
DecisionTreeRegressor,14,5,mae,yes,[-0.24172388 -1.01933954 -0.50818289 -1.64488011 -0.58951824]
DecisionTreeRegressor,14,5,mae,no,[-0.27292741 -0.84353791 -0.50250443 -2.11489691 -1.32429339]
DecisionTreeRegressor,14,5,mse,yes,[ 23.70247103   0.96475011   1.50982014   0.89883111 690.12153873]
DecisionTreeRegressor,14,5,mse,no,"[4.05437029e+01 8.38916738e-01 4.16952893e-01 1.42380789e+00
 2.18479171e+03]"
DecisionTreeRegressor,15,5,r2_score,yes,[ -24.2801955    -0.95682399   -1.86088607   -0.90576281 -242.01481196]
DecisionTreeRegressor,15,5,r2_score,no,[-40.85163585  -0.72456242  -0.40722189  -1.05129256   0.20880152]
DecisionTreeRegressor,15,5,mae,yes,[-0.25172682 -1.01716838 -0.57598223 -1.64603747 -0.24506538]
DecisionTreeRegressor,15,5,mae,no,[-0.27415712 -0.7998937  -0.4948079  -1.80952224 -0.03322936]
DecisionTreeRegressor,15,5,mse,yes,[ 24.2801955    0.95682399   1.86088607   0.90576281 242.01481196]
DecisionTreeRegressor,15,5,mse,no,[40.85163585  0.72456242  0.40722189  1.05129256 -0.20880152]
RandomForestRegressor,2,2,r2_score,yes,[-0.42859882 -0.11058339]
RandomForestRegressor,2,2,r2_score,no,[-0.35149951 -0.27146522]
RandomForestRegressor,2,2,mae,yes,[-0.62682058 -0.75603644]
RandomForestRegressor,2,2,mae,no,[-0.5200051  -1.01466679]
RandomForestRegressor,2,2,mse,yes,[0.42859882 0.11058339]
RandomForestRegressor,2,2,mse,no,[0.35149951 0.27146522]
RandomForestRegressor,3,2,r2_score,yes,[-0.44151296 -0.1714232 ]
RandomForestRegressor,3,2,r2_score,no,[-0.35670952 -0.33110407]
RandomForestRegressor,3,2,mae,yes,[-0.63712661 -0.97445852]
RandomForestRegressor,3,2,mae,no,[-0.53432454 -1.14383454]
RandomForestRegressor,3,2,mse,yes,[0.44151296 0.1714232 ]
RandomForestRegressor,3,2,mse,no,[0.35670952 0.33110407]
RandomForestRegressor,4,2,r2_score,yes,[-0.43786458 -0.18115077]
RandomForestRegressor,4,2,r2_score,no,[-0.3546195 -0.2305595]
RandomForestRegressor,4,2,mae,yes,[-0.64892972 -0.95269293]
RandomForestRegressor,4,2,mae,no,[-0.54042637 -0.931908  ]
RandomForestRegressor,4,2,mse,yes,[0.43786458 0.18115077]
RandomForestRegressor,4,2,mse,no,[0.3546195 0.2305595]
RandomForestRegressor,5,2,r2_score,yes,[-0.42780351 -0.25029256]
RandomForestRegressor,5,2,r2_score,no,[-0.36170282 -0.33932837]
RandomForestRegressor,5,2,mae,yes,[-0.65410654 -0.97710636]
RandomForestRegressor,5,2,mae,no,[-0.55597557 -1.04259774]
RandomForestRegressor,5,2,mse,yes,[0.42780351 0.25029256]
RandomForestRegressor,5,2,mse,no,[0.36170282 0.33932837]
RandomForestRegressor,6,2,r2_score,yes,[-0.40942215 -0.1955171 ]
RandomForestRegressor,6,2,r2_score,no,[-0.34395061 -0.24911362]
RandomForestRegressor,6,2,mae,yes,[-0.62574625 -0.94555585]
RandomForestRegressor,6,2,mae,no,[-0.5441244  -0.96594447]
RandomForestRegressor,6,2,mse,yes,[0.40942215 0.1955171 ]
RandomForestRegressor,6,2,mse,no,[0.34395061 0.24911362]
RandomForestRegressor,7,2,r2_score,yes,[-0.4083506  -0.20164967]
RandomForestRegressor,7,2,r2_score,no,[-0.33693747 -0.25231857]
RandomForestRegressor,7,2,mae,yes,[-0.62814117 -0.97819733]
RandomForestRegressor,7,2,mae,no,[-0.53197244 -0.9754733 ]
RandomForestRegressor,7,2,mse,yes,[0.4083506  0.20164967]
RandomForestRegressor,7,2,mse,no,[0.33693747 0.25231857]
RandomForestRegressor,8,2,r2_score,yes,[-0.39777744 -0.18993074]
RandomForestRegressor,8,2,r2_score,no,[-0.33568359 -0.21465779]
RandomForestRegressor,8,2,mae,yes,[-0.62274504 -1.00186664]
RandomForestRegressor,8,2,mae,no,[-0.53202165 -0.94633114]
RandomForestRegressor,8,2,mse,yes,[0.39777744 0.18993074]
RandomForestRegressor,8,2,mse,no,[0.33568359 0.21465779]
RandomForestRegressor,9,2,r2_score,yes,[-0.39086951 -0.15777527]
RandomForestRegressor,9,2,r2_score,no,[-0.32277764 -0.20443053]
RandomForestRegressor,9,2,mae,yes,[-0.62236338 -0.90869817]
RandomForestRegressor,9,2,mae,no,[-0.52847184 -0.93991243]
RandomForestRegressor,9,2,mse,yes,[0.39086951 0.15777527]
RandomForestRegressor,9,2,mse,no,[0.32277764 0.20443053]
RandomForestRegressor,10,2,r2_score,yes,[-0.30950741 -0.38162478]
RandomForestRegressor,10,2,r2_score,no,[-0.27198106 -0.37206558]
RandomForestRegressor,10,2,mae,yes,[-0.60917821 -1.18583535]
RandomForestRegressor,10,2,mae,no,[-0.50110687 -1.12325044]
RandomForestRegressor,10,2,mse,yes,[0.30950741 0.38162478]
RandomForestRegressor,10,2,mse,no,[0.27198106 0.37206558]
RandomForestRegressor,11,2,r2_score,yes,[-0.33314855 -0.41338587]
RandomForestRegressor,11,2,r2_score,no,[-0.28533503 -0.35349942]
RandomForestRegressor,11,2,mae,yes,[-0.60943993 -1.22951155]
RandomForestRegressor,11,2,mae,no,[-0.50157958 -1.13988828]
RandomForestRegressor,11,2,mse,yes,[0.33314855 0.41338587]
RandomForestRegressor,11,2,mse,no,[0.28533503 0.35349942]
RandomForestRegressor,12,2,r2_score,yes,[-0.32713135 -0.37080265]
RandomForestRegressor,12,2,r2_score,no,[-0.27645992 -0.35369284]
RandomForestRegressor,12,2,mae,yes,[-0.60693852 -1.17997908]
RandomForestRegressor,12,2,mae,no,[-0.50118952 -1.14265087]
RandomForestRegressor,12,2,mse,yes,[0.32713135 0.37080265]
RandomForestRegressor,12,2,mse,no,[0.27645992 0.35369284]
RandomForestRegressor,13,2,r2_score,yes,[-0.32443317 -0.36627373]
RandomForestRegressor,13,2,r2_score,no,[-0.28034793 -0.34858407]
RandomForestRegressor,13,2,mae,yes,[-0.60887751 -1.18913395]
RandomForestRegressor,13,2,mae,no,[-0.50236465 -1.12808901]
RandomForestRegressor,13,2,mse,yes,[0.32443317 0.36627373]
RandomForestRegressor,13,2,mse,no,[0.28034793 0.34858407]
RandomForestRegressor,14,2,r2_score,yes,[-0.32800497 -0.39962614]
RandomForestRegressor,14,2,r2_score,no,[-0.27876808 -0.32966052]
RandomForestRegressor,14,2,mae,yes,[-0.60806107 -1.21948243]
RandomForestRegressor,14,2,mae,no,[-0.50378209 -1.10573027]
RandomForestRegressor,14,2,mse,yes,[0.32800497 0.39962614]
RandomForestRegressor,14,2,mse,no,[0.27876808 0.32966052]
RandomForestRegressor,15,2,r2_score,yes,[-0.32738262 -0.38559587]
RandomForestRegressor,15,2,r2_score,no,[-0.28229099 -0.33592378]
RandomForestRegressor,15,2,mae,yes,[-0.60829657 -1.20363777]
RandomForestRegressor,15,2,mae,no,[-0.50283413 -1.11037838]
RandomForestRegressor,15,2,mse,yes,[0.32738262 0.38559587]
RandomForestRegressor,15,2,mse,no,[0.28229099 0.33592378]
RandomForestRegressor,2,3,r2_score,yes,[  -0.53167909   -0.27007884 -154.5734565 ]
RandomForestRegressor,2,3,r2_score,no,[-0.33605327 -0.41023487 -1.90356639]
RandomForestRegressor,2,3,mae,yes,[-0.75058914 -1.0793174  -0.22955158]
RandomForestRegressor,2,3,mae,no,[-0.57491174 -1.28240964 -0.6671568 ]
RandomForestRegressor,2,3,mse,yes,[  0.53167909   0.27007884 154.5734565 ]
RandomForestRegressor,2,3,mse,no,[0.33605327 0.41023487 1.90356639]
RandomForestRegressor,3,3,r2_score,yes,[  -0.52670451   -0.27369415 -226.78212821]
RandomForestRegressor,3,3,r2_score,no,[-0.35745793 -0.37687793 -2.01246579]
RandomForestRegressor,3,3,mae,yes,[-0.76170579 -1.10327689 -0.43797785]
RandomForestRegressor,3,3,mae,no,[-0.5918845 -1.2779346 -0.8267555]
RandomForestRegressor,3,3,mse,yes,[  0.52670451   0.27369415 226.78212821]
RandomForestRegressor,3,3,mse,no,[0.35745793 0.37687793 2.01246579]
RandomForestRegressor,4,3,r2_score,yes,[-5.30984105e-01 -2.75863048e-01 -2.98215280e+02]
RandomForestRegressor,4,3,r2_score,no,[-0.34661955 -0.36848816 -2.11553604]
RandomForestRegressor,4,3,mae,yes,[-0.76706739 -1.10169471 -0.60891509]
RandomForestRegressor,4,3,mae,no,[-0.58672128 -1.26562443 -0.87524926]
RandomForestRegressor,4,3,mse,yes,[5.30984105e-01 2.75863048e-01 2.98215280e+02]
RandomForestRegressor,4,3,mse,no,[0.34661955 0.36848816 2.11553604]
RandomForestRegressor,5,3,r2_score,yes,[-5.32748073e-01 -2.98044441e-01 -3.38064419e+02]
RandomForestRegressor,5,3,r2_score,no,[-0.32079477 -0.41071001 -2.27321749]
RandomForestRegressor,5,3,mae,yes,[-0.76247212 -1.14078328 -0.60709992]
RandomForestRegressor,5,3,mae,no,[-0.58460166 -1.26826764 -0.90483731]
RandomForestRegressor,5,3,mse,yes,[5.32748073e-01 2.98044441e-01 3.38064419e+02]
RandomForestRegressor,5,3,mse,no,[0.32079477 0.41071001 2.27321749]
RandomForestRegressor,6,3,r2_score,yes,[-5.07545414e-01 -2.76725867e-01 -4.61455120e+02]
RandomForestRegressor,6,3,r2_score,no,[-0.28794761 -0.39271776 -1.41814787]
RandomForestRegressor,6,3,mae,yes,[-0.73464166 -1.1382615  -0.83928511]
RandomForestRegressor,6,3,mae,no,[-0.57651429 -1.24547094 -0.79928823]
RandomForestRegressor,6,3,mse,yes,[5.07545414e-01 2.76725867e-01 4.61455120e+02]
RandomForestRegressor,6,3,mse,no,[0.28794761 0.39271776 1.41814787]
RandomForestRegressor,7,3,r2_score,yes,[-5.07642582e-01 -2.70123561e-01 -5.36573878e+02]
RandomForestRegressor,7,3,r2_score,no,[-0.28669867 -0.40109861 -1.70540549]
RandomForestRegressor,7,3,mae,yes,[-0.73770456 -1.13498789 -0.91632539]
RandomForestRegressor,7,3,mae,no,[-0.57479834 -1.26621884 -0.85851866]
RandomForestRegressor,7,3,mse,yes,[5.07642582e-01 2.70123561e-01 5.36573878e+02]
RandomForestRegressor,7,3,mse,no,[0.28669867 0.40109861 1.70540549]
RandomForestRegressor,8,3,r2_score,yes,[-4.94763354e-01 -2.20443446e-01 -5.85771482e+02]
RandomForestRegressor,8,3,r2_score,no,[-0.28231122 -0.40098707 -1.58340216]
RandomForestRegressor,8,3,mae,yes,[-0.74020544 -1.17558411 -0.96190696]
RandomForestRegressor,8,3,mae,no,[-0.58043041 -1.25118809 -0.79533292]
RandomForestRegressor,8,3,mse,yes,[4.94763354e-01 2.20443446e-01 5.85771482e+02]
RandomForestRegressor,8,3,mse,no,[0.28231122 0.40098707 1.58340216]
RandomForestRegressor,9,3,r2_score,yes,[-5.01698461e-01 -2.31554302e-01 -2.93353364e+02]
RandomForestRegressor,9,3,r2_score,no,[-0.29475126 -0.38170886 -0.96188361]
RandomForestRegressor,9,3,mae,yes,[-0.74521128 -1.22684836 -0.62619801]
RandomForestRegressor,9,3,mae,no,[-0.58057303 -1.29189155 -0.65416926]
RandomForestRegressor,9,3,mse,yes,[5.01698461e-01 2.31554302e-01 2.93353364e+02]
RandomForestRegressor,9,3,mse,no,[0.29475126 0.38170886 0.96188361]
RandomForestRegressor,10,3,r2_score,yes,[-4.45880734e-01 -3.81354524e-01 -7.90447809e+02]
RandomForestRegressor,10,3,r2_score,no,[-0.26745116 -0.49034495 -1.92000784]
RandomForestRegressor,10,3,mae,yes,[-0.730468   -1.20950542 -1.07111538]
RandomForestRegressor,10,3,mae,no,[-0.5724124  -1.25257885 -0.86770953]
RandomForestRegressor,10,3,mse,yes,[4.45880734e-01 3.81354524e-01 7.90447809e+02]
RandomForestRegressor,10,3,mse,no,[0.26745116 0.49034495 1.92000784]
RandomForestRegressor,11,3,r2_score,yes,[-4.49776501e-01 -3.69060025e-01 -9.04812211e+02]
RandomForestRegressor,11,3,r2_score,no,[-0.27128932 -0.4905241  -1.60765186]
RandomForestRegressor,11,3,mae,yes,[-0.72570657 -1.2087959  -1.1679117 ]
RandomForestRegressor,11,3,mae,no,[-0.56532827 -1.25224246 -0.8164366 ]
RandomForestRegressor,11,3,mse,yes,[4.49776501e-01 3.69060025e-01 9.04812211e+02]
RandomForestRegressor,11,3,mse,no,[0.27128932 0.4905241  1.60765186]
RandomForestRegressor,12,3,r2_score,yes,[-4.47853528e-01 -3.66144044e-01 -8.24404629e+02]
RandomForestRegressor,12,3,r2_score,no,[-0.2847676  -0.46434696 -1.69759505]
RandomForestRegressor,12,3,mae,yes,[-0.72798784 -1.24649541 -1.12575713]
RandomForestRegressor,12,3,mae,no,[-0.57332621 -1.2525351  -0.8481463 ]
RandomForestRegressor,12,3,mse,yes,[4.47853528e-01 3.66144044e-01 8.24404629e+02]
RandomForestRegressor,12,3,mse,no,[0.2847676  0.46434696 1.69759505]
RandomForestRegressor,13,3,r2_score,yes,[-4.50893038e-01 -3.75545246e-01 -7.55475875e+02]
RandomForestRegressor,13,3,r2_score,no,[-0.29893475 -0.46658729 -1.76854827]
RandomForestRegressor,13,3,mae,yes,[-0.72966521 -1.2444304  -1.07242558]
RandomForestRegressor,13,3,mae,no,[-0.57121643 -1.25674668 -0.87241208]
RandomForestRegressor,13,3,mse,yes,[4.50893038e-01 3.75545246e-01 7.55475875e+02]
RandomForestRegressor,13,3,mse,no,[0.29893475 0.46658729 1.76854827]
RandomForestRegressor,14,3,r2_score,yes,[-4.58403675e-01 -3.73350352e-01 -7.46570645e+02]
RandomForestRegressor,14,3,r2_score,no,[-0.29321306 -0.45742073 -1.90357424]
RandomForestRegressor,14,3,mae,yes,[-0.7316938  -1.24297653 -1.0654266 ]
RandomForestRegressor,14,3,mae,no,[-0.57103865 -1.25769898 -0.89314415]
RandomForestRegressor,14,3,mse,yes,[4.58403675e-01 3.73350352e-01 7.46570645e+02]
RandomForestRegressor,14,3,mse,no,[0.29321306 0.45742073 1.90357424]
RandomForestRegressor,15,3,r2_score,yes,[-4.52442831e-01 -3.65817018e-01 -4.13908252e+02]
RandomForestRegressor,15,3,r2_score,no,[-0.30003109 -0.44128235 -1.24722723]
RandomForestRegressor,15,3,mae,yes,[-0.73081852 -1.25887518 -0.77948176]
RandomForestRegressor,15,3,mae,no,[-0.57369491 -1.26050537 -0.76387499]
RandomForestRegressor,15,3,mse,yes,[4.52442831e-01 3.65817018e-01 4.13908252e+02]
RandomForestRegressor,15,3,mse,no,[0.30003109 0.44128235 1.24722723]
RandomForestRegressor,2,4,r2_score,yes,[ -0.30969327  -0.35677791  -0.44216037 -17.04685863]
RandomForestRegressor,2,4,r2_score,no,[ -0.24694344  -0.16356076  -0.87679292 -33.42993878]
RandomForestRegressor,2,4,mae,yes,[-0.60440606 -0.47062589 -1.32324298 -0.12443339]
RandomForestRegressor,2,4,mae,no,[-0.52867683 -0.37265557 -1.59971858 -0.20223513]
RandomForestRegressor,2,4,mse,yes,[ 0.30969327  0.35677791  0.44216037 17.04685863]
RandomForestRegressor,2,4,mse,no,[ 0.24694344  0.16356076  0.87679292 33.42993878]
RandomForestRegressor,3,4,r2_score,yes,[ -0.31021849  -0.43819723  -0.45432891 -31.07491154]
RandomForestRegressor,3,4,r2_score,no,[-2.66979677e-01 -1.79426104e-02 -8.65655194e-01 -1.01369037e+02]
RandomForestRegressor,3,4,mae,yes,[-0.6269355  -0.50071941 -1.37356393 -0.2111815 ]
RandomForestRegressor,3,4,mae,no,[-0.55474918 -0.34892527 -1.60063936 -0.38898086]
RandomForestRegressor,3,4,mse,yes,[ 0.31021849  0.43819723  0.45432891 31.07491154]
RandomForestRegressor,3,4,mse,no,[2.66979677e-01 1.79426104e-02 8.65655194e-01 1.01369037e+02]
RandomForestRegressor,4,4,r2_score,yes,[ -0.29715516  -0.42195463  -0.45648368 -41.05761148]
RandomForestRegressor,4,4,r2_score,no,[-2.62310919e-01 -6.19433521e-02 -8.10943364e-01 -1.63607702e+02]
RandomForestRegressor,4,4,mae,yes,[-0.62108885 -0.55361588 -1.37242317 -0.22472712]
RandomForestRegressor,4,4,mae,no,[-0.55203796 -0.41378369 -1.55774665 -0.455161  ]
RandomForestRegressor,4,4,mse,yes,[ 0.29715516  0.42195463  0.45648368 41.05761148]
RandomForestRegressor,4,4,mse,no,[2.62310919e-01 6.19433521e-02 8.10943364e-01 1.63607702e+02]
RandomForestRegressor,5,4,r2_score,yes,[ -0.28194445  -0.29543719  -0.47702254 -57.68842645]
RandomForestRegressor,5,4,r2_score,no,[-1.55274531e-01  7.76660148e-02 -8.57325940e-01 -1.70466702e+02]
RandomForestRegressor,5,4,mae,yes,[-0.62402063 -0.55190589 -1.35002303 -0.2767966 ]
RandomForestRegressor,5,4,mae,no,[-0.54618909 -0.39784776 -1.58661341 -0.48511529]
RandomForestRegressor,5,4,mse,yes,[ 0.28194445  0.29543719  0.47702254 57.68842645]
RandomForestRegressor,5,4,mse,no,[ 1.55274531e-01 -7.76660148e-02  8.57325940e-01  1.70466702e+02]
RandomForestRegressor,6,4,r2_score,yes,[-2.38422864e-01 -2.00673028e-01 -4.73156166e-01 -4.07666430e+02]
RandomForestRegressor,6,4,r2_score,no,[-1.50009217e-01  6.17785447e-03 -8.30377088e-01 -6.83994495e+02]
RandomForestRegressor,6,4,mae,yes,[-0.61339786 -0.52823622 -1.35582571 -0.7689633 ]
RandomForestRegressor,6,4,mae,no,[-0.54961881 -0.40386805 -1.57430858 -0.93350655]
